"","q_inv","tpot_inv","clw_max","tpot_pbl","pblh","num_pbl"
"1",1.0385261628237,1.35343425028303,0.144915809918869,294.864071034275,1583.18759625345,45.1622591285227
"2",1.1155784884711,1.07068685005661,0.151488855272849,297.721869573232,1445.96741835967,65.5016921561068
"3",5.84882131815627,2.90854495152837,0.101095507558997,281.763219060298,412.215812162758,17.1094492941367
"4",3.23508480946467,2.34305015107552,0.109859568030971,277.498546669775,1031.6669206665,26.549145456419
"5",9.88535829909102,1.77755535062267,0.10328652267699,290.178053799306,110.201437469342,72.369361264619
"6",3.05024157352332,2.76717125141516,0.107668552912978,289.712502281741,878.132573030577,0.589981010142645
"7",12.5652881684677,3.89816085232086,0.149297840154856,297.449698283807,826.954457151936,157.400524644484
"8",10.4135459469555,14.8746943115364,0.35535260934883,297.313612639095,1048.72629262605,130.724608388075
"9",8.45858241334426,10.6678174428285,1.83712351000426,295.544499257836,2431.68150626101,179.533894794974
"10",1.73199709365031,6.03788204907447,0.555510821171647,301.417453813151,2356.17619959833,101.33222188542
"11",1.96315407059251,7.95756469382526,0.960443128192064,295.816670547261,2810.560502087,41.6834673919333
"12",5.01427592748735,10.2830827742683,0.645495778287295,294.326958052215,1506.95416409024,303.72808386485
"13",6.22203144597065,11.2449194456687,0.18216306692476,289.945278040524,1476.46079122496,8.84971515213967
"14",6.99121862580655,10.0907154399882,0.482698408153757,297.177526994383,2212.70786045007,116.517884207336
"15",3.78961451728871,5.92514468838188,0.237802641221206,292.10628076008,1598.43428268609,35.8854811642845
"16",1.2696831397659,1.91892905073588,0.118623628502946,294.727985389563,1293.50055403325,21.8292973752779
"17",1.1926308141185,2.48442385118874,0.276985963930414,296.633184415534,1879.62442428296,37.0450784098143
"18",4.25172260714208,8.8634063540866,0.325965117316924,291.322512304032,1966.34777488368,10.029677172425
"19",3.69719289931804,5.58693260630411,0.195309157632721,296.088841836685,1400.22735906175,124.938424889916
"20",6.73482289919459,8.10853830386882,0.186545097160747,293.935073824191,895.191944990124,59.0774260748799
"21",9.3571706512265,9.16535357417371,0.600503299729471,295.680584902549,1641.13521013096,104.369354349803
