"","q_inv","tpot_inv","clw_max","tpot_pbl","pblh","num_pbl"
"22",2.81072965271392,6.15061940976706,0.735480735402943,295.1362423237,1727.85856073169,79.2370303731311
"23",4.15930098917141,7.65561747373815,0.173399006452785,293.804445748183,1415.47404549439,32.4066894276952
"24",8.04958901798197,10.4754501085484,0.190927127396734,290.410829558089,653.827311917491,13.5695632332808
"25",4.89505515739179,11.8220214485089,0.780473213960768,287.85029621148,1836.26274898259,74.086278541747
"26",10.2374833976674,6.9397809346152,0.184354082042753,297.857955217944,1202.0204354374,28.9090694969896
"27",3.97445775323006,7.05251829530779,0.335760947994226,293.020677292135,1099.90440850469,56.7582315838204
"28",11.6514321648815,13.3710260499734,0.510518342613822,300.434891865861,1684.49688543133,113.480751742952
"29",3.32750642743534,2.62579755130195,0.131769719210907,287.617520452697,1014.60754870696,2.94990505071322
"30",4.53739284710512,8.25951191391237,0.394535932058038,289.479726522958,2117.06230101789,52.1198426017013
"31",5.37193823777403,3.61541345209444,0.18873611227874,291.714396532056,809.895085192388,89.5385340358994
"32",8.86757580870655,7.80659108378171,0.120814643620939,294.457586128223,1082.84503654514,57.9178288293502
"33",3.142663191494,5.24872052422634,0.155870885508837,291.845024608064,1369.73398619646,31.2470921821654
"34",2.11725872188731,6.48883149184484,0.286781794607716,296.905355704958,1922.98609958332,70.6524439874909
"35",7.64059562261968,6.71430621323002,0.267190133253112,294.065701900199,1567.94090982081,92.2208244922704
"36",7.24761435241851,4.88777675311336,0.153679870390843,288.548623487828,593.424436978808,48.641050865112
"37",1.65494476800291,6.82704357392261,0.443515085444549,299.943610892216,2164.88508073398,84.3877822045153
"38",11.1925037866494,12.014388782789,0.345556778671528,297.041441349671,946.370060868766,199.829545454545
"39",9.53323320051467,12.6191919191919,0.30637345596232,296.36101312611,1339.24061333118,77.5201130960031
"40",7.11941648911253,7.50464386369459,0.114241598266958,287.298972488748,844.013829111483,6.48979111156909
"41",2.34841569882951,1.63618165050946,0.138342764564888,286.89296661312,291.410062285392,5.3098290912838
"42",9.70929574980285,9.92022162439149,0.142724794800875,296.769270060246,231.007187346708,68.9355267103629
"43",4.77583438729623,4.74640305300014,0.123005658738933,283.319473567427,1065.7856645856,24.1892214158484
"44",6.09383358266467,7.27799301669297,0.175590021570779,284.862937234982,861.07320107103,40.5238701464036
"45",2.50252035012431,9.46730079426083,1.44240501277139,299.452329918571,2069.2395213018,119.555016671719
"46",4.43656584308343,3.04991865164159,0.136151749446894,286.080954861865,1278.25386760061,20.6493353549926
"47",6.47842717258262,8.71243274404304,0.15806190062683,297.994040862656,912.251316949672,95.2579569566535
"48",2.57957267577172,14.6240829346093,0.825465692518591,288.781399246611,1944.6669372335,34.7258839187547
"49",10.7335754084172,11.4372867799487,0.472902577476455,300.926172839506,1749.53939838187,82.6708649273872
"50",6.35022930927664,12.8698032961191,0.91545064963424,292.759421140119,2260.53064016615,60.3509403247226
"51",3.60477128134736,3.75678715220765,0.166825961098804,284.456931359354,351.812937224075,23.0092593955631
"52",6.86302076250057,5.36145788491893,0.125196673856926,289.246950764176,1185.20126830243,44.0026618829929
"53",7.91325788619454,4.46365565277372,0.105477537794984,288.315847729045,170.604312408025,39.3642729008738
"54",10.0614208483792,10.8601847771085,0.404331762735341,298.961048944926,1151.08252438333,107.406486814186
"55",5.96804208825183,5.13598316353374,0.129578704092913,285.674948986237,980.488804787861,27.7291074767043
"56",5.25271746767847,8.41048552395593,0.423923424089945,290.643605316872,1988.02861253386,75.8031958188751
"57",2.65662500141912,2.20167645096231,0.162443930862817,286.486960737493,1116.96378046424,38.204675655344
"58",7.3758122157245,11.0525521113886,0.365148440026132,292.890049216127,1662.81604778114,168.467209719729
"59",4.06687937120073,9.61827440430438,0.433719254767247,289.014175005393,2308.35341988224,42.8430646374631
"60",1.88610174494511,6.60156885253743,0.463106746799153,295.000156678988,1706.17772308151,67.2186094332348
"61",1.3467354654133,4.3222819526605,0.199691187868708,296.224927481397,1308.7472404659,136.510791886234
"62",2.27136337318211,3.33266605186801,0.160252915744824,293.412561520159,714.230186856174,53.2794398472311
"63",2.73367732706652,5.81240732768929,0.164634945980811,294.591899744851,929.310688909219,4.12986707099851
"64",2.42546802447691,5.02324580284115,0.247598471898508,288.083071970263,1537.44753695552,30.0874949366356
"65",5.61037977796515,6.37609413115225,0.218210979866602,292.628793064111,1247.76049473533,110.443619278569
"66",9.00504555265015,13.8722488038278,0.870458171076415,295.272327968412,1619.45437248078,148.083158882553
"67",7.50426449083225,13.1204146730463,0.2084151491893,292.498164988103,1430.72073192703,54.4390370927608
"68",3.88203613525939,4.03953455243408,0.12738768897492,282.541346313863,1354.48729976382,19.4693733347073
"69",8.73124467691912,11.6296541142288,0.171207991334792,294.196329976207,1217.26712187004,47.4814536195822
"70",5.72960054806071,8.56145913399949,0.296577625285018,291.975652684072,1792.90107368223,50.9602453561715
"71",4.34414422511275,5.47419524561152,0.133960734328901,279.678899510375,774.633061794858,25.3691834361337
"72",8.32225128155683,13.6216374269006,0.25739430257581,295.408413613124,1323.99392689854,98.2950894210367
"73",8.59491354513169,9.76924801434794,0.169016976216798,291.061256152016,997.548176747408,46.3218563740524
"74",3.51234966337669,6.26335677045965,0.140533779682881,280.985091806734,533.021562040125,15.9294872738514
"75",1.57789244235551,1.21206055016982,0.147106825036862,291.583768456048,963.429432828313,12.3896012129955
"76",2.04020639623991,3.47403975198123,0.193118142514728,293.543189596167,1384.98067262911,80.9539476502592
"77",9.18110810193832,12.3991234513491,0.316169286639622,295.952756191973,1263.00718116797,49.8006481106418
"78",3.41992804540602,4.18090825254729,0.374944270703435,290.876381075654,1857.94358663277,63.7847748789787
"79",1.5008401167081,4.60502935288693,0.197500172750715,291.45314038004,1771.22023603205,1.76994303042793
"80",2.96483430400872,7.16525565600038,0.453310916121851,298.469767971281,1461.21410479232,86.1046994816433
"81",1.4237877910607,1.49480795039625,0.112050583148965,284.050925483726,472.618687101441,11.2096391927102
"82",2.88778197836132,7.39073037738557,0.690488256845119,292.367536912095,2021.41674158572,18.289411314422
"83",8.1859201497694,9.01437996413016,0.177781036688772,293.281933444151,1134.02315242379,7.66975313185438
"84",1.80904941929771,3.1912923517548,0.179972051806766,293.673817672175,1232.51380830269,33.5662866732249
"85",5.13349669758291,14.3734715576821,0.414127593412643,297.585783928519,1901.30526193314,87.8216167587714
"86",5.49115900786959,9.31632718421727,1.04768651553853,292.236908836087,1522.20085052288,142.296975384393
"87",6.6066250358886,14.1228601807549,0.492494238831059,296.497098770822,1814.58191133241,55.5986343382906
"88",2.19431104753471,2.0603027508491,0.116432613384952,285.268943110609,1168.14189634288,14.7495252535661
"89",7.77692675440711,12.206756117069,0.228006810543904,293.151305368143,1491.7074776576,62.0678576018507
"90",4.65661361720067,5.6996699669967,0.384740101380736,291.191884228024,1552.69422338817,229.315963998105
